OTUID	Sa.F.D.28	Sa.F.D.30	Sa.F.D.33	Sa.F.D.35	Sa.M.D.27	Sa.M.D.29	Sa.M.D.31	Sa.M.D.32	Sa.M.D.36	Sb.F.D.37	Sb.F.D.39	Sb.F.D.44	Sb.F.D.45	Sb.M.D.38	Sb.M.D.41	Sb.M.D.42	Sb.M.D.43	Sb.M.D.46	Sa.F.R.72	Sa.F.R.73	Sa.F.R.76	Sa.F.R.80	Sa.F.R.82	Sa.F.R.83	Sa.F.R.84	Sa.M.R.74	Sa.M.R.75	Sa.M.R.77	Sa.M.R.79	Sa.M.R.81	Sb.F.R.88	Sb.F.R.89	Sb.F.R.90	Sb.F.R.92	Sb.F.R.96	Sb.F.R.97	Sb.F.R.99	Sb.M.R.85	Sb.M.R.86	Sb.M.R.87	Sb.M.R.91	Sb.M.R.93	Sb.M.R.94	Sb.M.R.95	Sb.M.R.98
6e87b833fc6ae43f9acb87a51beab4fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	14	422	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
f3ad8aeca0d32effd937f5823821bade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33a0f7c122696ae451dec48092073e2e	0	0	0	0	16	0	0	0	0	0	19	0	0	12	0	0	0	22	18	57	0	0	72	38	18	74	107	42	41	17	0	44	32	47	32	0	62	20	0	0	77	71	0	26	20
73209d4b67b45ada496e699f240fcce3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
b375e8b7a8676100b1641ee5f9013116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
757cbdf9c0cca4003c7f2314d14d207b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	31	0	0	14
9f85c932d39ddb56e39270932eeb7210	42	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09fd9824c737c896debc3b471425bf9f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	20	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8fe3fbbf7d8726a39361531266254ab4	0	42	0	8	60	0	0	0	0	0	0	64	0	0	0	0	0	0	29	68	0	0	0	0	0	0	0	121	0	0	163	0	0	0	0	0	0	0	0	0	14	0	0	127	4
2805977012caad4e2d748092073b30fb	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db56e5074702a5bc6ca3f45cc5dae9e5	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	260	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6aa78703232ac4bc87a0ebcf38efad99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	45	0	0	9	0	0	0	0	0
f218799372d69cd3b2249ce0b8e69b30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1928e2deabf0f50bc5e216e235cc487b	0	0	0	0	0	0	0	0	70	0	36	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	98	63	51	0	0	46	131	0	0	35	77	177	118	0	0
c657c4c64078d386a5794708ba0541d4	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6b655991ecdc9dd3db60b48818055542	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a380f7c40d99e9bf31fe11f106d9883e	0	0	0	0	0	0	0	0	0	0	32	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	33	0	0	0	0	0	33	90	69	0	0	0	0	0
2c205d73885447f37a646b678b3d39a1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	21	0	0	0
850269dc256a49e7911c02d836acf5e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85e30d09187bb7b6edbd5b344bf985e6	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	15	0	0	0	11	0	0	0	0	0	0	0	0	0
56d177c4905381fe0a98730e8dd1cb1c	0	0	0	0	0	0	0	0	0	0	0	22	0	0	21	0	0	0	0	9	0	0	0	21	0	0	0	22	104	0	0	88	0	61	0	15	212	0	0	27	81	0	52	0	22
95713713dace1a80343374c7b12b5947	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	61	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8fff6de48eb8963f44bc616fef6e9d88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0
62f4e41379438566bc50fb4edd56b51f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
a34a9c9f5408e5afd4ad86affdca89ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	25	0	0
78a9ade298e384207d3ebe1e33399980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60d25ddb966629f47d6077ff6cd9f4fd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b900f862c7e018da5ea21a428d6eda09	0	0	0	0	0	0	30	0	16	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	55	0	0	0	45	0	23	0	0	0	0	32	0	38	59	111	0	0
d28f786ab23c2b1f2a85c09a2200f623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	91	93	0	0	0	119	0	0	29	0	0	0	0	21	0	0	0	0	0
2e999401f2401288202bc29a4c8c453c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
894a36acf9f28962195c732cea4bd05e	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	13	32	0	0	9	0	0	0	0	0	0	0	0	0	28
486961856cb4100b129e505707556097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcc00cdff59f22527f0c3bc226a9340a	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a3d9022ff391841470d5c40e33aa2736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	9	0	0	0	0	0	6	0
6b4e287f62936fffb83649f43a1747a3	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	89	74	0	129	111	8	0	0	0	0	0	57	76
00ae9da5caac4ad21403591feaf70e95	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c8c44e52117111bb5363eae24da0b746	0	0	0	56	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0c09bb93bc95ed6fcbf1811d5887c00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	25	0	19
bca80c84a9c963662df8997fdedb23ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24a0a132d22a3a27285f59c0f1aafa4c	6	0	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	11	0	0	0	16	15	0	0	0	0	3	10	15	0	0	26	15	0
dda9eef22574d2414f444719172d3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e084c4e1efb25dda73727706dad2f9c0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	0	0
f4fc5312cb9a3819b2250bb1160fdc1f	0	0	0	0	0	0	0	0	9	0	0	0	0	259	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27828f6b49bf5d340c8b52200654d819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0
dbeb310b97b086a2c715da77c4faa823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	81
b320d3b48e25273ad3c22ebbc980341c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	33	0	0	0	0	38	23	9	18
0d6893f1ed04b19f014be00db179b096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17ccac0ade0feabc82892815a944cd0a	0	0	0	23	0	0	0	16	0	0	0	20	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	11	32	0	0	19	21	0	18	9	0	16	49	17	0
65d06cefcac0035b9d5a6d5ef23186e3	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	37	0	0	31	0	0	0	0	0	0	0	0	0	0	0	222	61	62	0	146	291	118	0	0	0	0	0	0	0
f9fc7a54d52b59a8c803082450b051cc	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03a243032ba4c07a026b3f76f8b9b902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	40
b587fe14b9d8d45fbcc2e6cfb9383a93	196	405	23	17	15	76	22	253	278	17	131	117	108	259	56	400	17	49	189	403	43	321	462	355	627	692	79	471	210	150	83	805	103	342	16	128	929	1491	107	48	178	226	295	276	151
2ad15ec5e931938e3b6d1366f9ff2397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
db32b47dbc5e92c15c2aa4b44e45c321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
9c609ba77a16d66dd36d7183ac3b6cec	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2be34e3848d8440831f40658d434cd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dda65512b69dc8e8fb392b19a17d9986	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	26	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27846d4fa82c1be14a34633920db9f7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	18	0	0	0	0	0	0	0	0	0	28	0	0	0
bb638078b4468bb01472a0b6bc00153b	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
974deee89dd64c7f5a684f85d9fcf8fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	48	0	0	0	0	0	0	0
d361ac08a90b671c23f529973628e4e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003555108ae1ffe8c11b67b12bad270	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ec6d84924f62ac7a6b4a406f69b27a6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9f21b120523941864d5c78016e4fae9d	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
fb1bbd65146ca8b0ef54dd506fc356ba	0	28	0	0	0	0	0	0	0	0	33	82	0	23	0	0	0	0	0	0	0	0	86	40	17	55	143	0	0	0	114	185	48	0	0	90	62	86	166	0	150	28	0	0	40
e289fe9035a3575d3f1ab134e5810ee5	23	0	14	991	0	670	255	0	264	17	0	0	31	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	322	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
e1d24073d10f9ef574d91b8792b44d1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	21	55	0	0	19	69	33	0	0	24	0	0	0	0	0	0	9	0	0
40651a7a952acede782ba727b50f1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0
fbf3c5b21400f08273beb8d47cfa8950	0	0	10	0	0	0	82	55	35	12	0	0	0	0	2	1	6	0	22	16	0	309	29	10	90	154	124	41	150	6	13	5	36	0	41	181	453	9	3	0	13	18	0	120	310
7297b23c99cd77cfcb581976d819bd85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	243	0	0	0	0	0	0	0	0	0
69e2387baeabe33cc54592a951f058ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	28	0	0	0	0	13	0	0
5a62fe8cc387f297d4227f81dd985630	16	0	0	29	0	0	12	0	0	0	0	28	0	33	0	0	0	7	0	0	0	0	41	15	0	0	24	10	132	0	0	6	0	0	0	10	92	0	0	0	0	245	9	6	8
cb1bf67acdc6ebe255eb99ec4677c257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fc7cd58a4836f5af780d4084bbfa433d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	66	13	0	0	35	0	0	0	0	0	0	0	12	0
6e77dc22549bc580ea4a9b2960726633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	167	0	161	0	0
fbbb3f34d17f6124fd00aeaec57aa84b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
8e11bc4aabd26aa7869fb38078a6bcb9	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
de6c0e70f2a0447dbde5bf28b7262afe	0	109	0	144	0	30	127	0	0	0	0	0	0	0	0	63	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	27	355	153	0	0	0	331	0	0	0	0
78c04e6690df9f7c6b8173c569cd0090	0	0	0	27	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	33	0	0	55	0	0	0
d2f6398823bce3c5b7e9f97969ee1883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
acb75589460ae6d4878f232de1a1bbb6	7	0	0	0	0	0	0	8	0	0	20	27	0	50	0	18	0	0	0	23	0	21	74	64	0	0	5	55	83	32	0	0	9	44	14	53	0	10	11	0	0	229	59	36	68
b4207be5513a8717a2e58693b70964a6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d48c8542f1fc2f1f82d3292f6af0cf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	14	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
7862d724629545ec2b0771f192506397	24	0	0	0	5	19	0	15	0	0	0	0	15	0	0	35	11	0	0	0	0	21	44	60	0	80	28	0	69	17	0	177	33	47	0	11	204	47	0	43	14	99	0	67	46
3c1f6eb0d30418ae931e55ecf68ef1f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	14	0
8ff299b16300951e1ef05c8f9b2ac2de	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0
7f27fc3e61be7440e3bed985efbaf107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6851a7af202535e8a9e44f37a660d507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	17	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0
3017035b0bcc2b5a2d72911c26924bfb	29	0	0	40	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	0	22	47	0	11	71	20	0	0	0	34	36	0	0	0	0	12	8	0	0	33	24	14	14
f99f2f6d1361f9463c991014d0fdc71a	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95873fb830be900fc363be5993a706de	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1545a6e1d4ec3fcef53f3f81abf000e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
8ed6dbf238f3cfd39f07958f69764328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9196c477deb9204fd14210bccbd25d8e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f9668924d5f6b4f6d0b1d5f49f121c8c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df829f8d3288011e9fbef9d3511e2e4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
671c19097e9d4f059572178d6d647dee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	7	0	0	0	0	0	0	0	0	0	145	0	0	7	5	0	0	12	9
b576dd97e73486e7039704edbc3173c3	0	0	0	0	0	0	0	0	0	0	7	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	17	0	0	7	0	0	28	0	0	19	16	0
d650a2970ef576605ac639affadbd26a	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146ccc7623ff3aa720c05d61125a6bc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5cb99c99a8b5d8a5cc9bb97545ec0e6a	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a15a81e782c92b760485857c5d2166a1	147	0	0	0	27	0	67	0	141	22	33	0	0	0	0	0	0	0	0	0	0	53	50	0	0	77	33	0	0	0	0	61	63	0	0	71	37	43	62	0	0	0	47	0	122
f3b0d49862a8a72a3842d1270490a899	0	9	0	0	0	0	0	0	0	0	15	0	0	11	0	17	0	0	0	10	0	0	40	16	0	0	19	33	0	0	20	68	23	0	0	0	52	22	12	0	0	7	15	5	22
4386ae0e591092f0312f812d3616d7c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
1d2ca9df1ba578e7a7f78b9ea2a09114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
064915963b32dbfe3776aa4e7689faa0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
bd34c38d7cf20011b95692ed80ed9ea3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
8dd98af9180ffae7bb634b9c1a99b81d	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
970d93b4b6cce9a2f478426b3dcc0758	0	0	0	0	0	0	16	0	148	0	0	0	40	0	0	0	0	18	0	0	0	143	12	0	0	0	0	0	34	24	0	142	117	0	0	68	0	61	0	0	0	0	0	7	79
a4c12955c8b869e815284c1b511ac6d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95e32620f9a74f5d63e4485fdd988da6	23	17	0	17	0	0	0	0	16	0	16	0	9	20	0	0	0	0	0	0	0	27	55	45	0	133	20	48	30	27	117	111	35	22	0	48	86	29	19	0	0	10	32	42	39
0ec296418d8cc2cf9ff123dc3e2a0c90	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
2df9f1e1de46eb662f26e9afe68fd594	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8df052e31cc0671f3a313c5423a12f09	0	35	0	23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	61	62	22	0	101	18	174	50	0	0	0	96	0	0	76	0	0	0	88	0	11	125	11	0
ac10977628b7fd7abf50df7824542e54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a38cb31122c7c0e8801b567e822e9869	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	48	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e4a269a43bf757dc01030b4a91fc06aa	0	0	0	25	8	0	0	0	0	0	0	7	46	5	0	0	0	27	0	0	0	0	0	23	0	0	36	77	0	0	27	75	46	26	0	0	0	43	0	0	809	2867	79	44	0
74e4b39a40941266a237573d8672eb69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b7291323f4f203c89ca7db9d1d100cc6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ed4221e7dd3fdb6b37201dc51f61fb1c	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	16	0	0	0	18	19	0	0	0	27	0	0	0	0	0	0	0	0
